roll,membrane,date,text
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 1 (3),1327/03/18,"The same to the Mayor, Bailiffs and Commonalty of the town of Sandwich, notifying them that the above John de Belton having refitted his ship, after it had been despoiled by John le Fleming and others (as set out in the previous letter), and having laden it with wood for Yarmouth, had arrived at Sandwich harbour, when the ship was arrested by Robert Richard of Chalk, and the goods and chattels in it carried away by men of their bailiwick, and the said John, the master and the seamen made their escape with difficulty by land with only the clothes they wore. The said John had been accused of having stolen the ship by night at Southampton, but though he had shown the officials at Sandwich his papers and also the King's writ for the surrender of the vessel, they had told him that if he brought a thousand writs, he should not have the ship. Thereupon he had appealed to the Constable of Dover, and the latter had adjudged the ship to him and had ordered the Mayor of Sandwich to deliver up his goods. In the absence of the said John, however, the Mayor had given up the ship to the aforesaid Robert, and had detained the complainant's goods. They are desired to see justice done. Dated 18 March 1326[–7]. (F)"
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 1 (3),1327/04/06,"Letter from the Mayor, Bailiffs and Commonalty of Southampton, in answer to the above letter, informing the Mayor etc. of London that they had examined John le Fleming, who said that he was willing to make amends, if he had done wrong, and to submit to the award of arbitrators chosen by the Mayor etc. of London. Dated 6 April 1327. (F)"
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 1 (3) b,1327/04/23,"Letter from the Mayor, Aldermen and Commonalty of the City of London to King Edward III, praying that English, Irish and Welsh merchants dealing in wool, woolfells, leather, skins, and tin, might be compelled to stay the full term of forty days (fn. 14) in other Staple towns, as in the City of London, instead of the limited term of fifteen days. Dated 23 April Ao 1 Edw. III [1327]. (F)"
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 1 (3) b,No date,Letter from the same to Queen Isabella on the same subject. (F)
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 1 (3) b,No date,"Letter from the same to John [Hotham], bishop of Ely, Chancellor, desiring his good offices with the King in certain matters which Reginald de Conduit, John Hautein, Stephen de Abyndon, and Robert de Ely, citizens, would lay before him. (F)"
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 1 (3) b,1327/05/22,"Letter from the same to the Mayor, Bailiffs and Barons of Rye, praying them to restore to Adam Lucas the toll they had exacted from his barley, garlic, onions and onion seed (oygnonet). Dated the morrow of the Ascension [21 May] 1327. (F) Note of a similar letter sent to the Barons of Winchelsea. (L)"
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 1 (3) b,1327/05/20,"Letter from the same to the Mayor, Bailiffs and Echevins of Boulogne, praying them to obtain the restoration to Adam Hurel and John Genge of their ship ""La Blithe "" of London, of which Giles Trifle was master. This vessel, which was worth £40 and had a cargo of wool value £100, had been seized by Frenchmen from Calais, ""Whytesande (fn. 15) "" and Boulogne, on its way to Antwerp. Dated the eve of the Ascension [21 May] 1327. (F) Note of similar letters having been sent to the Mayor and Bailiffs of Wissant and Calais. (L)"
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 2 (4),1327/07/20,"Copy of certain enrolments in the Husting of Common Pleas held on Monday the Feast of S t Margaret [20 July] Ao 1 Edw. III [1327] The King's writ to the effect that the City's action, in having furnished him with a contingent (fn. 16) to aid him in an expedition against Scotland, should not be drawn into precedent or be prejudicial to the franchise of the City. (L) Certificate by the Mayor and Aldermen, who had examined the body and stature of Ralph, son and heir of Robert le Chandeler, that he was of full age and capable of disposing of rents and tenements. (L) At this court Brother William de Horton, Prior of the New Hospital without Bishopsgate (fn. 17), complained by John de Appletone, his attorney, that Thomas de Cauntebrigge, tenant of a messuage in St Vedast Lane in the Parish of St John Zacarias, on which the Prior had an annual rentcharge of 16s, had stopped up the door whereby the Prior had access to distrain him for any arrears. The Sheriffs were ordered to make an inquiry on the spot and remove any obstruction. (L)"
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 2 (4),1327/07/22,"Proclamations made on Wednesday the Feast of St Mary Magdalene [22 July]. Whereas it had been granted for the benefit of merchantstrangers in the City of London that they might trade together so long as it pleased the good men of the City, it was now agreed by the Mayor, Aldermen and Commonalty that no merchant-stranger should in future trade with another within the liberty of the City, but should buy and sell according to ancient custom and not otherwise, under penalties attaching thereto. (F) Proclamation against cutting and carrying off the standing corn of the Bishop of London. (F)"
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 2 (4),1327/07/15,"A list of questions as to customs and procedure in the City of London sent by the Mayor and burgesses of Oxford in July 1327, because it was laid down in their Charter that they should be of one and the same law and custom as the citizens of London (fn. 18). It was answered that bakers were not allowed to sell in their houses or in front of their ovens, but only from boxes or baskets in the market. If convicted of selling in their houses before the Sheriffs at their Halemot, they were amerced. They paid an earnest (gersumam) on taking up a standing in the market and a toll of one halfpenny a basket. Whitebakers were not allowed to bake tourtebread (fn. 19), nor tourtebakers white bread. Persons failing to come before the Mayor on summons were distrained and sequestrated till they appeared. There were no tallages in the City, but distresses taken for not contributing to aids could be sold, unless they were acquitted within fifteen days. Persons hindering the collectors might be committed to prison. No damages were given to persons recovering debts in the Chamber of the Guildhall or in the Husting, but they might sue to have all the goods and chattels of the debtor to satisfy the debt, and half his lands and tenements, if the goods did not cover the debt. Distresses taken from foreign defendants who eloigned themselves were valued in the Sheriffs' Court and delivered to the plaintiffs, under security to restore them, if the defendants subsequently appeared and proved that no debt was owed. No answer was given for the present to the question as to whether persons having lands within the city, which they had demised for life, could devise the reversion, and as to how the tenants could be forced to attorn to the devisee. (L)"
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 2 (4)b,1324/11/03,"Royal Commission to Hamo de Chigwell and John Gisors to see that no one made use in the City of false measures, which did not correspond with the standard measures of London (fn. 20) approved for the whole kingdom, under penalty of fine; the fines so levied to be paid into the King's Exchequer. Dated at Mortelake, 3 Nov. Ao 18 Edw. [II] [1324]. (L)"
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 3 (5),No date,"Letter from the Mayor and Commonalty of the City of London to the Steward and Bailiffs of the Bishop of Winchester for the Fair of St Giles of Winchester, notifying them that the Sheriffs of London had attached a sum of £65, due at Winchester Fair from John Sok to Walter de Werft, merchant of ""Lovaygne"" in Brabant to satisfy a certain Henry Wymond for another debt of £74 15s owed to him by the said Walter and John Knikhals. The Steward etc. are requested to see that the above John receives back his bond from Walter. (F)"
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 3 (5),1327/08/06,"Answer of the Mayor and Aldermen of the City of London to the Mayor and Echevins of the town of Crotoye, touching the conditions under which a certain ship called ""Seint Jak de Crotoye (fn. 21) "" would be delivered to William de Cauntepye, its owner. This ship had been captured at sea by men of Bayonne, and subsequently arrested at London, as a reprisal for goods attached from London citizens in France, at the suit of the said William. He may have his ship again on payment of £80 damages. Dated 6 Aug. 1327. Note that it was sealed with the Mayoralty Seal. (F)"
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 3 (5),1327/08/07,"Writ of Edward III to the Sheriffs of London for two representatives of the City to attend a Parliament (colloquium) summoned to Lincoln on the morrow of the Exaltation of the Holy Cross [14 Sept.], to deal with the threatened Scottish invasion. Dated at Stanhope, 7 Aug. Ao 1 Edw. III [1327]. (L)"
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 3 (5),1327/09/02,"Return to the above writ under the Common Seal, notifying the appointment of Bennet de Fulsham and Robert de Kelseye. Dated 2 Sept. (L) A note to the effect that Richard de Betone, Mayor, accompanied the City's representatives, Bennet de Fulsham and Robert de Kelseye, bearing letters to the King, the Queen and members of the Council, praying that the Bench and Exchequer (fn. 22) might remain in London, and that he returned with the King's answer, as recorded at the foot of the membrane. (L)"
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 3 (5),1326/05/27,"Letter from the Mayor, Aldermen and Commonalty of the City of London to the Provost and good men of La Rochelle, certifying that certain ships laden with wine from Rochelle, called ""La Edmond de Loundres,"" Martin Squirel of London, master, ""La Michel de Briggewater,"" Richard Gode, master, and ""La Anne de Wynchelse,"" Stephen le Wertere, master, and belonging to John de Oxenford, Adam de Excestre and other vintners, had duly arrived at ""la Pole"" in the Thames and there discharged their cargoes. Dated 27 May Ao 19 Edw. II [1326]. Note that it was sealed with the Mayoralty Seal. (F)"
Roll A 1b: (i) Dec 1326 - Oct 1327,Membr. 3 (5),1327/09/10,"The King's answer under the Privy Seal, notifying the City that owing to the dangerous condition of affairs in the North, it was impossible to remove the ""King's places"" back to Westminster for the present. Dated at Nottingham 10 Sept. (F)"
